Filename,Rating
ftw1.jpg,4.083333333333333
ftw10.jpg,3.6666666666666665
ftw100.jpg,1.9166666666666667
ftw101.jpg,2.4166666666666665
ftw102.jpg,3.1666666666666665
ftw103.jpg,2.4166666666666665
ftw104.jpg,2.6666666666666665
ftw105.jpg,2.6666666666666665
ftw106.jpg,3.0833333333333335
ftw107.jpg,3.75
ftw108.jpg,2.25
ftw109.jpg,2.4166666666666665
ftw11.jpg,4.416666666666667
ftw110.jpg,2.3333333333333335
ftw111.jpg,2.5833333333333335
ftw112.jpg,2.8333333333333335
ftw113.jpg,2.75
ftw114.jpg,2.3333333333333335
ftw115.jpg,2.5833333333333335
ftw116.jpg,2.8333333333333335
ftw117.jpg,2.0833333333333335
ftw118.jpg,1.9166666666666667
ftw119.jpg,2.4166666666666665
ftw12.jpg,3.9166666666666665
ftw120.jpg,2.5833333333333335
ftw121.jpg,2.3333333333333335
ftw122.jpg,3.0
ftw123.jpg,2.5833333333333335
ftw124.jpg,2.9166666666666665
ftw125.jpg,3.5
ftw126.jpg,2.5833333333333335
ftw127.jpg,2.9166666666666665
ftw128.jpg,2.6666666666666665
ftw129.jpg,1.8333333333333333
ftw13.jpg,4.0
ftw130.jpg,3.0833333333333335
ftw131.jpg,3.25
ftw132.jpg,2.5
ftw133.jpg,2.9166666666666665
ftw134.jpg,2.5833333333333335
ftw135.jpg,2.25
ftw136.jpg,2.5833333333333335
ftw137.jpg,3.0833333333333335
ftw138.jpg,1.9166666666666667
ftw139.jpg,2.4166666666666665
ftw14.jpg,4.583333333333333
ftw140.jpg,2.5
ftw141.jpg,3.5
ftw142.jpg,2.5833333333333335
ftw143.jpg,3.6666666666666665
ftw144.jpg,2.5833333333333335
ftw145.jpg,1.9166666666666667
ftw146.jpg,2.75
ftw147.jpg,2.4166666666666665
ftw148.jpg,2.25
ftw149.jpg,3.3333333333333335
ftw15.jpg,3.9166666666666665
ftw150.jpg,3.4166666666666665
ftw151.jpg,2.5833333333333335
ftw152.jpg,2.25
